City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,cuencame de ceniceros,24.8711,-103.6964,24.7,16,99,4.56,MX,1714148904
281,al kharijah,25.4514,30.5464,31.03,16,91,7.11,EG,1714148904
282,cannonvale,-20.2833,148.7,23.66,77,69,5.23,AU,1714148904
283,loningen,52.7333,7.7667,13.38,57,95,4.09,DE,1714148904
284,xuchang,34.0167,113.8167,19.49,63,2,3.65,CN,1714148904
285,poronaysk,49.2167,143.1167,8.99,52,4,5.37,RU,1714148690
286,kampong thom,12.7111,104.8887,31.73,57,50,4.92,KH,1714148905
287,dikwa,12.024,13.9165,42.24,7,3,7.31,NG,1714148905
288,hagere hiywet,8.9833,37.85,19.83,56,99,0.98,ET,1714148905
289,selkirk,50.1436,-96.8845,13.08,66,100,2.24,CA,1714148816
290,carolina beach,34.0352,-77.8936,21.16,82,88,6.51,US,1714148800
291,tazovsky,67.4667,78.7,-3.24,93,99,3.74,RU,1714148905
292,crane,31.3974,-102.3501,24.84,16,2,9.8,US,1714148906
293,rakvere,59.3464,26.3558,8.76,65,58,3.35,EE,1714148906
294,gaigeturi,33.4644,126.3183,16.03,88,75,1.54,KR,1714148640
295,ath thawrah,35.8469,38.5443,30.78,21,100,1.57,SY,1714148906
296,vilyuysk,63.7553,121.6247,-17.22,99,52,0.89,RU,1714148906
297,yerofey pavlovich,53.9667,121.9667,-4.77,72,24,1.4,RU,1714148906
298,choibalsan,48.0667,114.5,3.88,43,59,5.35,MN,1714148907
299,thulamahashi,-24.7246,31.1994,23.37,81,69,3.79,ZA,1714148907
300,metlili chaamba,32.2667,3.6333,25.52,21,74,7.72,DZ,1714148907
301,palasa,18.7667,84.4167,28.52,78,42,4.01,IN,1714148907
302,nova vicosa,-17.8919,-39.3719,28.29,67,4,3.95,BR,1714148907
303,santiago de cao,-7.9589,-79.2392,21.07,83,75,5.66,PE,1714148623
304,oranjestad,12.524,-70.027,29.97,70,75,9.77,AW,1714148908
305,carnarvon,-24.8667,113.6333,24.17,64,0,5.36,AU,1714148908
306,bathsheba,13.2167,-59.5167,30.34,66,75,6.17,BB,1714148908
307,fisterra,42.9049,-9.2629,12.64,71,98,5.76,ES,1714148908
308,howrah,22.5892,88.3103,31.0,84,20,5.66,IN,1714148630
309,dungarpur,23.8333,73.7167,32.18,20,19,5.56,IN,1714148909
310,dunedin,-45.8742,170.5036,8.78,57,99,1.34,NZ,1714148909
311,kota bharu,6.1333,102.2386,28.97,79,20,1.03,MY,1714148909
312,bestobe,52.4994,73.0975,7.99,37,7,3.33,KZ,1714148909
313,ciudad lazaro cardenas,17.9583,-102.2,28.45,58,15,1.75,MX,1714148644
314,acarau,-2.8856,-40.12,29.87,69,71,3.9,BR,1714148909
315,berdychiv,49.8993,28.6024,9.35,85,90,2.12,UA,1714148910
316,tazacorte,28.629,-17.9293,20.54,81,75,3.09,ES,1714148910
317,karatau,43.1667,70.4667,13.69,57,87,4.95,KZ,1714148835
318,norfolk,42.1668,-71.2495,14.75,36,0,3.6,US,1714148842
319,kuanda,56.3161,116.0806,-3.55,78,98,1.63,RU,1714148910
320,yatsuomachi-higashikumisaka,36.5667,137.1333,14.56,90,100,2.46,JP,1714148911
321,caleta de carquin,-11.0925,-77.6267,22.55,77,7,2.98,PE,1714148911
322,portland,45.5234,-122.6762,12.13,90,100,3.6,US,1714148823
323,quatre cocos,-20.2078,57.7625,26.16,81,99,5.27,MU,1714148705
324,lluta,-16.0147,-72.0142,15.97,44,21,4.35,PE,1714148911
325,kavaratti,10.5669,72.642,29.82,73,74,3.38,IN,1714148674
326,inirida,3.8653,-67.9239,33.8,48,38,1.84,CO,1714148911
327,walvis bay,-22.9575,14.5053,17.53,72,0,4.63,NA,1714148912
328,soe,-9.8607,124.284,19.87,94,51,1.56,ID,1714148912
329,katsuura,35.1333,140.3,18.51,91,100,3.68,JP,1714148912
330,guane,22.2025,-84.0875,29.88,43,0,6.67,CU,1714148818
331,okha,53.5739,142.9478,1.25,91,100,5.36,RU,1714148913
332,praia,14.9215,-23.5087,29.3,51,0,8.75,CV,1714148561
333,sao felix do xingu,-6.6447,-51.995,30.87,60,99,1.5,BR,1714148677
334,ponta delgada,37.7333,-25.6667,18.44,82,75,6.17,PT,1714148356
335,palikir - national government center,6.9248,158.1611,28.41,74,100,3.6,FM,1714148913
336,gobabis,-22.45,18.9667,27.69,17,0,3.98,NA,1714148914
337,polyarnyy,69.1989,33.4478,0.04,86,99,5.31,RU,1714148606
338,jamaame,0.0697,42.745,24.4,96,100,3.01,SO,1714148617
339,lashio,22.9333,97.75,22.77,32,23,0.64,MM,1714148914
340,tamanrasset,22.785,5.5228,33.95,7,0,6.69,DZ,1714148596
341,paragominas,-2.9667,-47.4833,30.24,66,92,1.06,BR,1714148914
342,mukalla,14.5425,49.1242,27.74,72,1,1.4,YE,1714148915
343,termas de rio hondo,-27.4998,-64.8604,21.79,75,94,1.67,AR,1714148915
344,sile,41.1754,29.6133,18.37,65,9,1.79,TR,1714148915
345,cill airne,52.05,-9.5167,11.03,58,0,4.12,IE,1714148915
346,inonu,37.3167,33.7667,22.92,26,100,9.16,TR,1714148915
347,konkwesso,10.8469,4.0984,41.2,19,83,4.72,NG,1714148916
348,kitui,-1.367,38.0106,19.31,90,100,0.43,KE,1714148916
349,wynyard,-41.0,145.7167,10.64,81,1,3.28,AU,1714148647
350,bull savanna,17.8868,-77.5902,28.58,58,0,2.75,JM,1714148916
351,newman,37.3138,-121.0208,16.24,73,63,1.79,US,1714148916
352,kargasok,59.0556,80.8572,1.09,72,50,3.58,RU,1714148848
353,masterton,-40.9597,175.6575,5.61,86,0,0.67,NZ,1714148617
354,aytos,42.7,27.25,17.8,70,86,2.73,BG,1714148917
355,borzya,50.3833,116.5167,2.85,49,87,4.51,RU,1714148647
356,nicastro,38.9833,16.3167,15.27,55,95,5.14,IT,1714148917
357,borogontsy,62.6683,131.1683,-12.21,96,58,2.79,RU,1714148677
358,oodweyne,9.4092,45.064,26.89,49,95,5.5,SO,1714148918
359,chandbali,20.7833,86.7667,29.42,75,15,5.6,IN,1714148918
360,sinop,41.7711,34.8709,13.39,98,93,2.06,TR,1714148634
361,nuku'alofa,-21.1333,-175.2,26.19,94,20,1.03,TO,1714148918
362,mamfe,5.754,9.3123,33.24,57,77,1.92,CM,1714148918
363,nha trang,12.25,109.1833,30.0,84,100,2.03,VN,1714148357
364,mazagao,-0.115,-51.2894,29.03,97,100,1.83,BR,1714148919
365,gornozavodsk,58.3758,58.3211,5.35,96,100,1.64,RU,1714148919
366,arhribs,36.7936,4.3116,19.49,45,4,2.19,DZ,1714148919
367,selfoss,63.9331,-20.9971,10.02,43,38,3.8,IS,1714148919
368,nar'yan-mar,67.6713,53.087,0.06,97,100,5.81,RU,1714148919
369,christchurch,-43.5333,172.6333,4.71,85,7,1.54,NZ,1714148660
370,labrador city,52.9463,-66.9114,-3.05,39,0,4.63,CA,1714148509
371,bajil,15.0584,43.2851,34.63,37,43,5.89,YE,1714148920
372,garoowe,8.4054,48.4845,31.68,41,100,3.62,SO,1714148920
373,mil'kovo,55.6078,37.7956,20.27,80,99,3.06,RU,1714148631
374,saskatoon,52.1168,-106.6345,10.99,50,75,6.71,CA,1714148674
375,kosonsoy,41.2561,71.5508,15.31,51,100,4.23,UZ,1714148920
376,kampung simpang renggam,1.8278,103.3,27.75,95,87,1.04,MY,1714148921
377,nurlat,54.4277,50.8051,17.45,68,100,3.82,RU,1714148658
378,polykastro,40.9936,22.5658,20.68,54,63,0.83,GR,1714148921
379,liptovsky hradok,49.0396,19.7234,10.41,69,88,2.39,SK,1714148921
380,coyhaique,-45.5752,-72.0662,3.97,87,75,2.57,CL,1714148753
381,miyaly,48.8844,53.7836,21.77,41,93,3.87,KZ,1714148921
382,vilyuchinsk,52.9306,158.4028,6.25,99,100,0.93,RU,1714148921
383,mosjoen,65.836,13.1908,9.06,45,75,4.12,NO,1714148922
384,simanggang,1.2472,111.4528,24.99,100,100,0.0,MY,1714148730
385,freetown,8.484,-13.2299,29.84,54,40,5.14,SL,1714148632
386,ust-tsilma,65.441,52.1498,3.12,98,100,4.47,RU,1714148922
387,renukut,24.2,83.0333,31.23,15,74,0.64,IN,1714148922
388,hobyo,5.3505,48.5268,29.04,61,100,4.86,SO,1714148923
389,lagdo,9.05,13.7333,41.41,16,66,0.08,CM,1714148923
390,bubaque,11.2833,-15.8333,25.24,75,74,7.82,GW,1714148640
391,westport,41.1415,-73.3579,15.9,54,0,3.6,US,1714148495
392,tyul'gan,52.3405,56.166,16.37,59,100,2.69,RU,1714148923
393,paita,-5.0892,-81.1144,24.9,67,17,4.06,PE,1714148695
394,minas de marcona,-15.2119,-75.1103,21.72,55,8,5.83,PE,1714148924
395,west valley,46.5921,-120.6051,11.75,78,100,1.54,US,1714148924
396,benjamin constant,-4.3831,-70.0311,25.07,88,75,4.63,BR,1714148924
397,axim,4.8699,-2.2405,30.45,69,100,3.75,GH,1714148606
398,ribeira brava,32.65,-17.0667,20.4,72,14,5.74,PT,1714148924
399,baymak,52.5933,58.3225,14.31,58,98,2.78,RU,1714148730
400,port saint john's,-31.6229,29.5448,20.18,83,71,3.03,ZA,1714148925
401,galveston,29.3669,-94.9669,26.66,78,40,9.77,US,1714148497
402,yichang,30.7144,111.2847,21.25,64,3,1.37,CN,1714148688
403,as sulayyil,20.4607,45.5779,34.14,10,1,3.65,SA,1714148925
404,queenstown,-31.8976,26.8753,14.17,78,67,5.74,ZA,1714148925
405,sao jose do rio preto,-20.8197,-49.3794,32.15,40,20,4.12,BR,1714148926
406,hasaki,35.7333,140.8333,18.22,88,100,4.16,JP,1714148926
407,deqing,30.5448,119.9599,18.86,95,80,1.26,CN,1714148926
408,belyy yar,53.6039,91.3903,1.94,64,0,1.0,RU,1714148926
409,soro,21.2881,86.6858,30.53,63,4,4.87,IN,1714148926
410,attapeu,14.8,106.8333,30.45,51,29,1.72,LA,1714148926
411,tanumah,27.1,44.1333,31.88,9,100,4.04,SA,1714148927
412,copala,16.65,-98.9833,29.89,57,14,3.29,MX,1714148927
413,porto novo,6.4965,2.6036,31.9,62,100,4.69,BJ,1714148927
414,rio grande,-32.035,-52.0986,24.06,88,100,5.43,BR,1714148824
415,ati,13.2154,18.3353,42.56,6,7,4.61,TD,1714148593
416,cabedelo,-6.9811,-34.8339,31.37,69,71,7.74,BR,1714148623
417,saint-joseph,-21.3667,55.6167,25.21,83,47,3.51,RE,1714148719
418,al-hamdaniya,36.2715,43.3737,28.87,18,16,3.15,IQ,1714148928
419,pacific grove,36.6177,-121.9166,15.96,89,75,4.47,US,1714148554
420,al jawf,29.5,38.75,31.37,13,99,3.66,SA,1714148621
421,bisbee,31.4482,-109.9284,16.11,33,0,2.68,US,1714148928
422,nortelandia,-14.4547,-56.8028,33.76,45,2,1.64,BR,1714148928
423,lazaro cardenas,17.9583,-102.2,28.45,58,15,1.75,MX,1714148929
424,catamayo,-3.9833,-79.35,24.36,65,40,1.03,EC,1714148929
425,hilo,19.7297,-155.09,21.45,95,75,1.79,US,1714148428
426,evanston,42.0411,-87.6901,15.7,59,100,6.69,US,1714148827
427,baiyin,36.5583,104.2081,14.99,44,100,2.28,CN,1714148929
428,minehead,51.2057,-3.4788,11.77,71,99,0.45,GB,1714148929
429,akom ii,2.7833,10.5667,25.41,95,100,1.03,CM,1714148930
430,manakara,-22.1333,48.0167,24.23,84,6,2.5,MG,1714148930
431,fort bragg,35.139,-79.006,19.55,66,75,4.63,US,1714148930
432,kostomuksha,64.571,30.5767,1.13,98,100,2.24,RU,1714148930
433,saint-francois,46.4154,3.9054,13.71,72,75,4.63,FR,1714148931
434,zhenjiang,32.2092,119.4342,13.88,98,0,3.47,CN,1714148931
435,kavieng,-2.5744,150.7967,28.82,77,99,6.0,PG,1714148612
436,la passe,45.5549,-0.8967,16.12,74,100,4.76,FR,1714148931
437,pyapon,16.2833,95.6833,29.32,68,6,5.13,MM,1714148931
438,ketchikan,55.3422,-131.6461,10.19,81,0,5.14,US,1714148669
439,marsh harbour,26.5412,-77.0636,22.65,61,2,6.88,BS,1714148931
440,kasongo-lunda,-6.4667,16.8167,25.2,89,100,1.34,CD,1714148932
441,mgandu,-5.95,34.1333,18.19,93,96,1.61,TZ,1714148932
442,cheongsong gun,36.4335,129.057,12.17,66,100,1.38,KR,1714148932
443,north battleford,52.7834,-108.2847,10.05,43,0,5.66,CA,1714148602
444,nizhnesortymskiy,62.4397,71.7603,-0.07,97,100,2.88,RU,1714148932
445,mishan,45.55,131.8833,9.54,63,100,2.77,CN,1714148933
446,cruzeiro do sul,-29.5128,-51.9853,29.18,74,96,2.27,BR,1714148933
447,starobaltachevo,56.0013,55.9213,13.26,56,100,2.79,RU,1714148933
448,stony plain,53.5334,-114.0021,4.06,72,100,4.12,CA,1714148758
449,thunder bay,48.4001,-89.3168,11.95,35,75,5.66,CA,1714148933
450,skagen,57.7209,10.5839,7.9,66,65,10.1,DK,1714148933
451,kalashnikovo,57.2824,35.2262,14.03,86,100,1.59,RU,1714148934
452,happy valley-goose bay,53.3168,-60.3315,0.17,51,20,3.6,CA,1714148647
453,san matias,-16.3667,-58.4,35.56,35,1,3.46,BO,1714148934
454,san antonio de pale,-1.4014,5.6325,28.01,80,100,2.16,GQ,1714148934
455,tatsinskiy,48.1968,41.2756,21.24,49,100,3.87,RU,1714148934
456,grand-lahou,5.1367,-5.0242,30.7,69,72,3.7,CI,1714148935
457,marquelia,16.5833,-98.8167,30.18,59,9,3.6,MX,1714148935
458,leava,-14.3,-178.1667,29.01,76,32,4.47,WF,1714148935
459,umba,66.6871,34.3429,1.22,99,99,2.76,RU,1714148935
460,revda,56.801,59.9303,8.44,70,100,0.75,RU,1714148498
461,pana,39.3889,-89.0801,13.17,85,100,6.11,US,1714148936
462,viriat,46.2548,5.2157,13.86,68,69,1.79,FR,1714148936
463,kampene,-3.6,26.6667,20.52,99,100,1.11,CD,1714148936
464,hastings,50.8552,0.5729,11.55,89,100,7.33,GB,1714148936
465,ancud,-41.8697,-73.8203,9.51,67,39,8.28,CL,1714148615
466,jalqani,12.4486,34.2186,38.6,13,75,3.35,SD,1714148937
467,anloga,5.7947,0.8973,29.85,75,100,5.85,GH,1714148937
468,okhotsk,59.3833,143.3,-0.04,99,100,5.72,RU,1714148670
469,itoman,26.1247,127.6694,24.43,100,75,4.12,JP,1714148602
470,santa marta,11.2408,-74.199,28.83,79,75,3.6,CO,1714148677
471,klaksvik,62.2266,-6.589,4.51,97,100,8.48,FO,1714148616
472,alofi,-19.0595,-169.9187,23.94,94,81,1.54,NU,1714148938
473,zhuanghe,39.7008,122.9911,10.55,87,64,3.36,CN,1714148938
474,la asuncion,11.0333,-63.8628,28.38,69,62,6.74,VE,1714148658
475,remire-montjoly,4.9167,-52.2667,31.02,62,0,4.12,GF,1714148744
476,kandyagash,49.4744,57.4233,15.92,54,49,4.48,KZ,1714148775
477,port alfred,-33.5906,26.891,18.99,87,88,0.89,ZA,1714148939
478,badeggi,9.05,6.15,40.0,26,33,1.39,NG,1714148939
479,fortaleza,-3.7227,-38.5247,29.48,97,75,4.63,BR,1714148763
480,bertoua,4.5833,13.6833,29.72,57,98,1.95,CM,1714148940
481,mairipora,-23.3186,-46.5867,30.66,65,40,3.09,BR,1714148822
482,esmeraldas,-19.7625,-44.3139,29.48,54,2,3.38,BR,1714148707
483,alo,7.4178,6.7371,39.47,30,75,1.69,NG,1714148940
484,mogocha,53.7333,119.7667,-3.82,67,100,1.28,RU,1714148940
485,talca,-35.4333,-71.6667,18.62,43,58,1.62,CL,1714148789
486,terra santa,-2.1042,-56.4869,25.25,92,100,1.37,BR,1714148941
487,margate,51.3813,1.3862,10.49,65,100,3.79,GB,1714148503
488,xiahu,26.6106,119.9483,18.98,97,98,1.73,CN,1714148941
489,ambilobe,-13.2,49.05,25.24,85,100,2.08,MG,1714148941
490,altamira,-3.2033,-52.2064,29.05,79,75,2.06,BR,1714148941
491,illizi,26.4833,8.4667,38.89,5,82,10.52,DZ,1714148941
492,chinde,26.8418,88.0763,21.06,23,0,3.33,NP,1714148621
493,heroica matamoros,25.8833,-97.5,27.23,77,100,9.77,MX,1714148942
494,shahba,32.8551,36.629,22.21,52,100,2.16,SY,1714148942
495,santa maria del oro,25.9333,-105.3667,21.73,16,1,4.13,MX,1714148942
496,flagstaff,35.1981,-111.6513,10.85,62,0,9.77,US,1714148942
497,zeya,53.75,127.2667,-0.84,64,40,3.46,RU,1714148943
498,robertsport,6.7533,-11.3686,29.17,75,2,4.47,LR,1714148653
499,nogliki,51.8333,143.1667,7.97,68,67,3.58,RU,1714148590
500,pagar alam,-4.0167,103.2667,21.51,98,96,1.16,ID,1714148702
501,price,39.5994,-110.8107,11.18,87,100,3.6,US,1714148943
502,ceres,37.5949,-120.9577,17.09,76,40,3.09,US,1714148944
503,launceston,-41.45,147.1667,7.31,93,26,3.09,AU,1714148944
504,aver-o-mar,41.4078,-8.7812,15.13,88,75,5.14,PT,1714148944
505,ilheus,-14.7889,-39.0494,26.9,89,75,5.14,BR,1714148734
506,shingu,33.7333,135.9833,16.03,93,100,0.82,JP,1714148944
507,dingcheng,32.1272,115.0394,20.88,69,0,3.26,CN,1714148945
508,bure,10.7,37.0667,22.92,35,96,3.1,ET,1714148945
509,elizabeth city,36.2946,-76.2511,19.01,64,0,6.69,US,1714148753
510,vanimo,-2.6741,141.3028,26.29,92,100,1.57,PG,1714148945
511,shirgaon,19.7,72.7,29.47,61,0,3.44,IN,1714148702
512,idri,27.5,13.2667,35.68,9,31,7.5,LY,1714148945
513,new haven,41.4001,-72.9329,16.18,44,0,4.12,US,1714148783
514,peace river,56.2501,-117.286,3.17,64,75,3.6,CA,1714148770
515,serdar,38.9764,56.2757,24.15,25,1,0.97,TM,1714148946
516,kismayo,-0.3582,42.5454,24.94,94,100,4.95,SO,1714148946
517,kamina,-8.7386,24.9906,21.02,75,98,1.77,CD,1714148946
518,hengchun,22.0042,120.7439,26.66,70,73,3.79,TW,1714148946
519,horta,38.5333,-28.6333,16.8,74,75,5.36,PT,1714148946
520,kitimat,54.0524,-128.6534,11.49,68,0,1.34,CA,1714148947
521,williams lake,52.1415,-122.1445,6.76,45,75,2.57,CA,1714148947
522,merizo village,13.2658,144.6691,27.85,90,30,7.68,GU,1714148581
523,tralee,52.2704,-9.7026,11.14,58,0,4.12,IE,1714148947
524,pierre,44.3683,-100.351,10.51,92,100,4.12,US,1714148947
525,colonia,50.9333,6.95,13.86,66,0,2.57,DE,1714148758
526,salmon arm,50.6998,-119.3024,9.68,87,100,0.51,CA,1714148794
527,enewetak,11.3474,162.3373,27.14,76,78,9.72,MH,1714148948
528,inarajan village,13.2736,144.7484,28.08,90,34,7.79,GU,1714148948
529,weyburn,49.6668,-103.8511,18.12,20,91,7.72,CA,1714148697
530,amga,60.8953,131.9608,-7.16,81,100,3.94,RU,1714148948
531,callao,-12.0667,-77.15,23.16,78,20,3.6,PE,1714148381
532,shiyan,32.6475,110.7781,21.89,64,0,1.43,CN,1714148949
533,umm kaddadah,13.6017,26.6876,36.79,10,6,1.19,SD,1714148949
534,biltine,14.5333,20.9167,41.04,6,45,2.5,TD,1714148949
535,dire dawa,9.5931,41.8661,26.51,52,72,2.14,ET,1714148950
536,araxa,-19.5933,-46.9406,28.98,48,40,3.09,BR,1714148950
537,myitkyina,25.3833,97.4,24.44,37,63,1.86,MM,1714148950
538,suva,-18.1416,178.4415,24.71,100,75,2.06,FJ,1714148950
539,lionel town,17.8101,-77.2406,33.28,49,0,3.5,JM,1714148615
540,algeciras,36.1333,-5.4505,19.82,51,75,6.69,ES,1714148906
541,arteaga,18.4667,-102.4167,29.63,21,37,1.76,MX,1714148672
542,kogalym,62.2654,74.4791,-0.57,98,100,3.13,RU,1714148951
543,taitung city,22.7583,121.1444,25.57,75,100,4.14,TW,1714148951
544,dryden,49.7833,-92.7503,15.16,29,0,9.26,CA,1714148679
545,monrovia,6.3005,-10.7969,31.87,71,13,4.22,LR,1714148951
546,mumford,5.2618,-0.759,29.89,72,100,5.6,GH,1714148951
547,nguigmi,14.2495,13.1092,38.57,11,13,3.92,NE,1714148952
548,cambria,35.5641,-121.0808,16.8,91,66,1.34,US,1714148952
549,estes park,40.3772,-105.5217,15.02,46,98,5.81,US,1714148787
550,harbin,45.75,126.65,10.97,48,93,5.65,CN,1714148724
551,mbanza kongo,-6.267,14.2401,22.65,86,100,2.16,AO,1714148952
552,lobujya,27.95,86.8167,-12.05,54,3,2.05,NP,1714148953
553,andergrove,-21.0833,149.1833,21.47,77,39,4.82,AU,1714148953
554,huarmey,-10.0681,-78.1522,22.85,77,13,3.28,PE,1714148672
555,escanaba,45.7453,-87.0646,13.62,61,0,6.69,US,1714148747
556,yanam,16.7333,82.2167,27.98,81,92,2.83,IN,1714148953
557,mingshui,36.7167,117.5,21.11,56,2,4.13,CN,1714148953
558,burang,30.25,81.1667,0.57,59,35,2.85,CN,1714148954
559,yumbel,-37.0833,-72.5667,14.13,73,100,2.24,CL,1714148800
